category,description,carbohydrate,protein,fat_total_lipid,kilocalories
PEPPERS,"PEPPERS,SWT,GRN,FREEZE-DRIED",68.7,17.9,3.0,314
RADISHES,"RADISHES,WHITE ICICLE,RAW",2.63,1.1,0.1,14
SHALLOTS,"SHALLOTS,FREEZE-DRIED",80.7,12.3,0.5,348
SQUASH,"SQUASH,SMMR,ALL VAR,RAW",3.35,1.21,0.18,16
SQUASH,"SQUASH,SMMR,ALL VAR,CKD,BLD,DRND,WO/SALT",4.31,0.91,0.31,20
SQUASH,"SQUASH,WNTR,ALL VAR,RAW",8.59,0.95,0.13,34
SQUASH,"SQUASH,WNTR,ALL VAR,CKD,BKD,WO/SALT",8.85,0.89,0.35,37
SWEET POTATO,"SWEET POTATO,CND,SYRUP PK,SOL & LIQUIDS",20.93,0.98,0.2,89
SWEET POTATO,"SWEET POTATO,CND,SYRUP PK,DRND SOL",25.36,1.28,0.32,108
TOMATO PRODUCTS,"TOMATO PRODUCTS,CND,SAU,SPANISH STYLE",7.24,1.44,0.27,33
BEANS,"BEANS,PINTO,MATURE SEEDS,SPROUTED,RAW",11.6,5.25,0.9,62
BEANS,"BEANS,PINTO,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,WO/SALT",4.1,1.86,0.32,22
CARROT JUICE,"CARROT JUICE,CANNED",9.28,0.95,0.15,40
CORN PUDD,"CORN PUDD,HOME PREP",17.0,4.35,5.08,131
POTATOES,"POTATOES,MSHD,HOME-PREPARED,WHL MILK ADDED",17.53,1.92,0.57,83
No Category,SPINACH SOUFFLE,5.82,7.91,12.95,171
SWEET POTATO,"SWEET POTATO,CKD,CANDIED,HOME-PREPARED",27.86,0.87,3.25,144
TOMATOES,"TOMATOES,RED,RIPE,CKD,STWD",13.05,1.96,2.68,79
SEAWEED,"SEAWEED,AGAR,DRIED",80.88,6.21,0.3,306
SEAWEED,"SEAWEED,SPIRULINA,RAW",2.42,5.92,0.39,26
SEAWEED,"SEAWEED,SPIRULINA,DRIED",23.9,57.47,7.72,290
SEAWEED,"SEAWEED,WAKAME,RAW",9.14,3.03,0.64,45
PEPPERS,"PEPPERS,HOT CHILI,GRN,RAW",9.46,2.0,0.2,40
POTATOES,"POTATOES,O'BRIEN,HOME-PREPARED",15.47,2.35,1.28,81
No Category,POTATO PANCAKES,27.9,6.06,14.75,269
POTATO,"POTATO,BKD,FLESH & SKN,WO/ SALT",21.15,2.5,0.13,93
POTATOES,"POTATOES,MICROWAVED,CKD IN SKN,FLESH&SKN,WO/SALT",24.24,2.44,0.1,105
RADISH SEEDS,"RADISH SEEDS,SPROUTED,RAW",3.6,3.81,2.53,43
SHALLOTS,"SHALLOTS,RAW",16.8,2.5,0.1,72
CARROT,"CARROT,DEHYDRATED",79.57,8.1,1.49,341
TOMATOES,"TOMATOES,CRUSHED,CANNED",7.29,1.64,0.28,32
TOMATOES,"TOMATOES,ORANGE,RAW",3.18,1.16,0.19,16
TOMATOES,"TOMATOES,YELLOW,RAW",2.98,0.98,0.26,15
ARROWROOT,"ARROWROOT,RAW",13.39,4.24,0.2,65
CHRYSANTHEMUM LEAVES,"CHRYSANTHEMUM LEAVES,RAW",3.01,3.36,0.56,24
AMARANTH LEAVES,"AMARANTH LEAVES,CKD,BLD,DRND,W/SALT",4.11,2.11,0.18,21
ARROWHEAD,"ARROWHEAD,CKD,BLD,DRND,W/SALT",16.14,4.49,0.1,78
ARTICHOKES,"ARTICHOKES,(GLOBE OR FRENCH),CKD,BLD,DRND,W/SALT",11.95,2.89,0.34,53
ARTICHOKES,"ARTICHOKES,(GLOBE OR FRENCH),FRZ,CKD,BLD,DRND,W/SALT",9.18,3.11,0.5,45
ASPARAGUS,"ASPARAGUS,CKD,BLD,DRND,W/SALT",4.11,2.4,0.22,22
ASPARAGUS,"ASPARAGUS,CND,NO SALT,SOL&LIQUIDS",2.48,1.8,0.18,15
ASPARAGUS,"ASPARAGUS,FRZ,CKD,BLD,DRND,W/SALT",1.92,2.95,0.42,18
BALSAM-PEAR (BITTER GOURD),"BALSAM-PEAR (BITTER GOURD),LEAFY TIPS,CKD,BLD,DRND,W/SALT",6.16,3.6,0.2,32
BALSAM-PEAR (BITTER GOURD),"BALSAM-PEAR (BITTER GOURD),PODS,CKD,BLD,DRND,W/SALT",4.32,0.84,0.18,19
BAMBOO SHOOTS,"BAMBOO SHOOTS,CKD,BLD,DRND,W/SALT",1.52,1.53,0.22,11
BEANS,"BEANS,KIDNEY,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,W/SALT",4.72,4.83,0.58,33
LIMA BNS,"LIMA BNS,IMMAT SEEDS,CKD,BLD,DRND,W/SALT",23.64,6.81,0.32,123
LIMA BNS,"LIMA BNS,IMMAT SEEDS,CND,NO SALT,SOL&LIQUIDS",13.33,4.07,0.29,71
LIMA BNS,"LIMA BNS,IMMAT SEEDS,FRZ,BABY,CKD,BLD,DRND,W/SALT",19.45,6.65,0.3,105
LIMA BNS,"LIMA BNS,IMMAT SEEDS,FRZ,FORDHOOK,CKD,BLD,DRND,W/SALT",19.32,6.07,0.34,103
MUNG BNS,"MUNG BNS,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,W/SALT",3.6,2.03,0.09,19
BEANS,"BEANS,NAVY,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,W/SALT",15.01,7.07,0.81,78
BEANS,"BEANS,PINTO,IMMAT SEEDS,FRZ,CKD,BLD,DRND,W/SALT",30.88,9.31,0.48,162
BEANS,"BEANS,PINTO,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,W/SALT",3.5,1.86,0.32,20
BEANS,"BEANS,SNAP,YELLOW,RAW",7.14,1.82,0.12,31
BEANS,"BEANS,SNAP,GRN,CKD,BLD,DRND,W/SALT",7.88,1.89,0.28,35
BEANS,"BEANS,SNAP,YEL,CKD,BLD,DRND,WO/SALT",7.88,1.89,0.28,35
BEANS,"BEANS,SNAP,YEL,CKD,BLD,DRND,W/SALT",7.88,1.89,0.28,35
BEANS,"BEANS,SNAP,GRN,CND,NO SALT,SOL&LIQUIDS",3.5,0.8,0.1,15
BEANS,"BEANS,SNAP,YEL,CND,REG PK,SOL&LIQUIDS",3.5,0.8,0.1,15
BEANS,"BEANS,SNAP,YEL,CND,NO SALT,SOL&LIQUIDS",3.5,0.8,0.1,15
BEANS,"BEANS,SNAP,GRN,CND,NO SALT,DRND SOL",4.5,1.15,0.1,20
BEANS,"BEANS,SNAP,YEL,FRZ,ALL STYLES,UNPREP",7.57,1.8,0.21,33
BEANS,"BEANS,SNAP,GRN,FRZ,CKD,BLD,DRND,W/SALT",5.86,1.49,0.17,26
BEANS,"BEANS,SNAP,YEL,FRZ,CKD,BLD,DRND,WO/SALT",6.45,1.49,0.17,28
BEANS,"BEANS,SNAP,YEL,FRZ,CKD,BLD,DRND,W/SALT",5.86,1.49,0.17,26
BEETS,"BEETS,CKD,BOILED. DRND,W/SALT",9.96,1.68,0.18,44
BEETS,"BEETS,CND,NO SALT,SOL&LIQUIDS",6.57,0.8,0.07,28
BEET GRNS,"BEET GRNS,CKD,BLD,DRND,W/SALT",5.46,2.57,0.2,27
BORAGE,"BORAGE,CKD,BLD,DRND,W/SALT",3.55,2.09,0.81,25
BROADBEANS,"BROADBEANS,IMMAT SEEDS,CKD,BLD,DRND,W/SALT",10.1,4.8,0.5,62
BROCCOLI,"BROCCOLI,LEAVES,RAW",5.24,2.98,0.35,28
BROCCOLI,"BROCCOLI,FLOWER CLUSTERS,RAW",5.24,2.98,0.35,28
BROCCOLI,"BROCCOLI,STALKS,RAW",5.24,2.98,0.35,28
BROCCOLI,"BROCCOLI,CKD,BLD,DRND,W/SALT",7.18,2.38,0.41,35
BROCCOLI,"BROCCOLI,FRZ,CHOPD,CKD,BLD,DRND,W/SALT",5.35,3.1,0.12,28
BROCCOLI,"BROCCOLI,FRZ,SPEARS,CKD,BLD,DRND,W/SALT",5.35,3.1,0.11,28
BRUSSELS SPROUTS,"BRUSSELS SPROUTS,CKD,BLD,DRND,W/SALT",7.1,2.55,0.5,36
BRUSSELS SPROUTS,"BRUSSELS SPROUTS,FRZ,CKD,BLD,DRND,W/SALT",8.32,3.64,0.39,42
BURDOCK ROOT,"BURDOCK ROOT,CKD,BLD,DRND,W/SALT",21.15,2.09,0.14,88
BUTTERBUR,"BUTTERBUR,CKD,BLD,DRND,W/SALT",2.16,0.23,0.02,8
CABBAGE,"CABBAGE,COMMON,FRESHLY HARVEST,RAW",5.37,1.21,0.18,24
CABBAGE,"CABBAGE,COMMON (DANISH,DOMESTIC,&POINTED TYPES),STORED,RAW",5.37,1.21,0.18,24
CABBAGE,"CABBAGE,COMMON,CKD,BLD,DRND,W/SALT",5.51,1.27,0.06,23
CABBAGE,"CABBAGE,RED,CKD,BLD,DRND,W/SALT",6.94,1.51,0.09,29
CABBAGE,"CABBAGE,SAVOY,CKD,BLD,DRND,W/SALT",5.41,1.8,0.09,24
CABBAGE,"CABBAGE,CHINESE (PAK-CHOI),CKD,BLD,DRND,W/SALT",1.78,1.56,0.16,12
CABBAGE,"CABBAGE,CHINESE (PE-TSAI),CKD,BLD,DRND,W/SALT",2.41,1.5,0.17,14
CARDOON,"CARDOON,CKD,BLD,DRND,W/SALT",4.74,0.76,0.11,20
CARROTS,"CARROTS,CKD,BLD,DRND,W/SALT",8.22,0.76,0.18,35
CARROTS,"CARROTS,CND,NO SALT,SOL&LIQUIDS",5.36,0.59,0.14,23
CARROTS,"CARROTS,CND,NO SALT ,DRND SOL",5.54,0.64,0.19,25
CARROTS,"CARROTS,FRZ,CKD,BLD,DRND,W/SALT",7.73,0.58,0.68,37
CAULIFLOWER,"CAULIFLOWER,CKD,BLD,DRND,W/SALT",4.11,1.84,0.45,23
CAULIFLOWER,"CAULIFLOWER,FRZ,CKD,BLD,DRND,W/SALT",3.16,1.61,0.22,17
CELERIAC,"CELERIAC,CKD,BLD,DRND,W/SALT",5.9,0.96,0.19,27
CELERY,"CELERY,CKD,BLD,DRND,W/SALT",4.0,0.83,0.16,18
CHARD,"CHARD,SWISS,CKD,BLD,DRND,W/SALT",4.13,1.88,0.08,20
CHAYOTE,"CHAYOTE,FRUIT,CKD,BLD,DRND,W/SALT",4.5,0.62,0.48,22
CHRYSANTHEMUM,"CHRYSANTHEMUM,GARLAND,CKD,BLD,DRND,W/SALT",4.31,1.64,0.09,20
COLLARDS,"COLLARDS,CKD,BLD,DRND,W/SALT",4.91,2.11,0.36,26
COLLARDS,"COLLARDS,FRZ,CHOPD,CKD,BLD,DRND,W/SALT",7.1,2.97,0.41,36
CORN,"CORN,SWT,YEL,CKD,BLD,DRND,W/SALT",25.11,3.32,1.28,108
CORN,"CORN,SWT,YEL,CND,NO SALT,SOL&LIQUIDS",15.41,1.95,0.5,64
CORN,"CORN,SWT,YEL,CND,CRM STYLE,NO SALT",18.13,1.74,0.42,72
CORN,"CORN,SWT,YEL,CND,VACUUM PK,NO SALT",19.44,2.41,0.5,79
CORN,"CORN,SWT,YEL,FRZ,KRNLS,CUT OFF COB,BLD,DRND,W/SALT",18.71,2.55,0.67,79
CORN,"CORN,SWT,YEL,FRZ,KRNLS ON COB,CKD,BLD,DRND,W/SALT",22.33,3.11,0.74,93
COWPEAS (BLACKEYES),"COWPEAS (BLACKEYES),IMMAT SEEDS,CKD,BLD,DRND,W/SALT",19.73,3.17,0.38,94
COWPEAS (BLACKEYES),"COWPEAS (BLACKEYES),IMMAT SEEDS,FRZ,CKD,BLD,DRND,W/SALT",23.5,8.49,0.66,131
COWPEAS,"COWPEAS,YOUNG PODS W/SEEDS,CKD,BLD,DRND,W/SALT",7.0,2.6,0.3,34
COWPEAS,"COWPEAS,LEAFY TIPS,CKD,BLD,DRND,W/SALT",2.8,4.67,0.1,22
CRESS,"CRESS,GARDEN,CKD,BLD,DRND,W/SALT",3.8,1.9,0.6,23
DANDELION GRNS,"DANDELION GRNS,CKD,BLD,DRND,W/SALT",6.4,2.0,0.6,33
EGGPLANT,"EGGPLANT,CKD,BLD,DRND,W/SALT",8.14,0.83,0.23,33
GOURD,"GOURD,WHITE-FLOWERED (CALABASH),CKD,BLD,DRND,W/SALT",3.1,0.6,0.02,13
GOURD,"GOURD,DISHCLOTH (TOWELGOURD),CKD,BLD,DRND,W/SALT",13.75,0.66,0.34,54
HORSERADISH-TREE,"HORSERADISH-TREE,LEAFY TIPS,CKD,BLD,DRND,W/SALT",11.15,5.27,0.93,60
HORSERADISH-TREE,"HORSERADISH-TREE,PODS,CKD,BLD,DRND,W/SALT",8.18,2.09,0.19,36
HYACINTH-BEANS,"HYACINTH-BEANS,IMMAT SEEDS,CKD,BLD,DRND,W/SALT",9.2,2.95,0.27,50
JUTE,"JUTE,POTHERB,CKD,BLD,DRND,W/SALT",7.29,3.68,0.2,37
KALE,"KALE,CKD,BLD,DRND,W/SALT",5.63,1.9,0.4,28
KALE,"KALE,FRZ,CKD,BLD,DRND,W/SALT",5.23,2.84,0.49,30
KALE,"KALE,SCOTCH,CKD,BLD,DRND,W/SALT",5.62,1.9,0.41,28
KOHLRABI,"KOHLRABI,CKD,BLD,DRND,W/SALT",6.69,1.8,0.11,29
LAMBS QUARTERS,"LAMBS QUARTERS,CKD,BLD,DRND,W/SALT",5.0,3.2,0.7,32
LEEKS,"LEEKS,(BULB&LOWER LEAF-PORTION),CKD,BLD,DRND,W/SALT",7.62,0.81,0.2,31
LOTUS ROOT,"LOTUS ROOT,CKD,BLD,DRND,W/SALT",16.02,1.58,0.07,66
MUSHROOMS,"MUSHROOMS,CKD,BLD,DRND,W/SALT",5.29,2.17,0.47,28
MUSHROOMS,"MUSHROOMS,SHIITAKE,CKD,W/SALT",13.8,1.56,0.22,54
MUSTARD GRNS,"MUSTARD GRNS,CKD,BLD,DRND,W/SALT",2.1,2.26,0.24,15
MUSTARD GRNS,"MUSTARD GRNS,FRZ,CKD,BLD,DRND,W/SALT",3.11,2.27,0.25,19
MUSTARD SPINACH,"MUSTARD SPINACH,(TENDERGREEN),CKD,BLD,DRND,W/SALT",2.8,1.7,0.2,16
NEW ZEALAND SPINACH,"NEW ZEALAND SPINACH,CKD,BLD,DRND,W/SALT",2.13,1.3,0.17,12
OKRA,"OKRA,CKD,BLD,DRND,W/SALT",4.51,1.87,0.21,22
OKRA,"OKRA,FRZ,CKD,BLD,DRND,W/SALT",5.75,2.08,0.3,28
ONIONS,"ONIONS,CKD,BLD,DRND,W/SALT",9.56,1.36,0.19,42
ONIONS,"ONIONS,FRZ,CHOPD,CKD,BLD,DRND,W/SALT",6.0,0.77,0.1,26
ONIONS,"ONIONS,FRZ,WHL,CKD,BLD,DRND,W/SALT",6.11,0.71,0.05,26
PARSNIPS,"PARSNIPS,CKD,BLD,DRND,W/SALT",17.01,1.32,0.3,71
PEAS,"PEAS,EDIBLE-PODDED,CKD,BLD,DRND,W/SALT",6.46,3.27,0.23,40
PEAS,"PEAS,EDIBLE-PODDED,FRZ,CKD,BLD,DRND,W/SALT",8.43,3.5,0.38,50
PEAS,"PEAS,GRN,CKD,BLD,DRND,W/SALT",15.63,5.36,0.22,84
PEAS,"PEAS,GRN,CND,NO SALT,SOL&LIQUIDS",9.75,3.19,0.3,53
PEAS,"PEAS,GRN,CND,NO SALT,DRND SOL",12.58,4.42,0.35,69
PEAS,"PEAS,GRN,FRZ,CKD,BLD,DRND,W/SALT",14.26,5.15,0.27,78
PEAS,"PEAS,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,W/SALT",17.08,7.05,0.51,98
PEAS&CARROTS,"PEAS&CARROTS,CND,NO SALT,SOL&LIQUIDS",8.48,2.17,0.27,38
PEAS&CARROTS,"PEAS&CARROTS,FRZ,CKD,BLD,DRND,W/SALT",10.12,3.09,0.42,48
PEAS&ONIONS,"PEAS&ONIONS,FRZ,CKD,BLD,DRND,W/SALT",8.63,2.54,0.2,45
PEPPERS,"PEPPERS,HOT CHILI,RED,RAW",8.81,1.87,0.44,40
PEPPERS,"PEPPERS,HOT CHILI,RED,CND,EXCLUDING SEEDS,SOL&LIQUIDS",5.1,0.9,0.1,21
PEPPERS,"PEPPERS,SWT,RED,RAW",6.03,0.99,0.3,31
PEPPERS,"PEPPERS,SWT,GRN,CKD,BLD,DRND,W/SALT",6.11,0.92,0.2,26
PEPPERS,"PEPPERS,SWT,RED,CKD,BLD,DRND,WO/SALT",6.7,0.92,0.2,28
PEPPERS,"PEPPERS,SWT,RED,CKD,BLD,DRND,W/SALT",6.11,0.92,0.2,26
PEPPERS,"PEPPERS,SWT,GRN,FRZ,CHOPD,CKD,BLD,DRND,W/SALT",3.31,0.95,0.18,16
PIGEONPEAS,"PIGEONPEAS,IMMAT SEEDS,CKD,BLD,DRND,W/SALT",19.49,5.96,1.36,111
POKEBERRY SHOOTS,"POKEBERRY SHOOTS,(POKE),CKD,BLD,DRND,W/SALT",3.1,2.3,0.4,20
POTATOES,"POTATOES,BKD,FLESH & SKN,W/ SALT",21.15,2.5,0.13,93
POTATOES,"POTATOES,BKD,FLESH,W/SALT",21.55,1.96,0.1,93
POTATOES,"POTATOES,BKD,SKN,W/ SALT",46.06,4.29,0.1,198
POTATOES,"POTATOES,BLD,CKD IN SKN,FLESH,W/SALT",20.13,1.87,0.1,87
POTATOES,"POTATOES,BLD,CKD IN SKN,SKN,W/SALT",17.2,2.86,0.1,78
POTATOES,"POTATOES,BLD,CKD WO/ SKN,FLESH,W/ SALT",20.01,1.71,0.1,86
POTATOES,"POTATOES,MICROWAVED,CKD,IN SKN,FLESH&SKN,W/SALT",24.24,2.44,0.1,105
POTATOES,"POTATOES,MICROWAVED,CKD IN SKN,FLESH,W/SALT",23.28,2.1,0.1,100
POTATOES,"POTATOES,MICROWAVED,CKD,IN SKN,SKN W/SALT",29.63,4.39,0.1,132
POTATOES,"POTATOES,FRZ,WHL,CKD,BLD,DRND,W/SALT",13.93,1.98,0.13,63
POTATOES,"POTATOES,FRZ,FRCH FR,PAR FR,CTTGE-CUT,PREP,HTD OVEN,W/SALT",34.03,3.44,8.2,218
POTATOES,"POTATOES,FR FR,ALL TYPES,SALT NOT ADDED IN PROC,FRZ,OVN-HTD",28.71,2.66,5.22,172
POTATOES,"POTATOES,FR FR,ALL TYPES,SALT NOT ADDED IN PROC,FRZ,AS PURCH",24.81,2.24,4.66,150
POTATOES,"POTATOES,AU GRATIN,HOME-PREPARED FROM RECIPE USING MARGARINE",11.27,5.06,7.59,132
POTATOES,"POTATOES,SCALLPD,HOME-PREPARED W/MARGARINE",10.78,2.87,3.68,88
PUMPKIN,"PUMPKIN,CKD,BLD,DRND,W/SALT",4.9,0.72,0.07,20
PUMPKIN,"PUMPKIN,CANNED,WITH SALT",8.09,1.1,0.28,34
PUMPKIN,"PUMPKIN,FLOWERS,CKD,BLD,DRND,W/SALT",3.18,1.09,0.08,15
PUMPKIN LEAVES,"PUMPKIN LEAVES,CKD,BLD,DRND,W/ SALT",3.39,2.72,0.22,21
PURSLANE,"PURSLANE,CKD,BLD,DRND,W/SALT",3.55,1.49,0.19,18
RADISHES,"RADISHES,ORIENTAL,CKD,BLD,DRND,W/SALT",3.43,0.67,0.24,17
RUTABAGAS,"RUTABAGAS,CKD,BLD,DRND,W/SALT",8.74,1.29,0.22,39
SALSIFY,"SALSIFY,CKD,BLD,DRND,W/SALT",15.36,2.73,0.17,68
SOYBEANS,"SOYBEANS,GRN,CKD,BLD,DRND,W/SALT",11.05,12.35,6.4,141
SPINACH,"SPINACH,CKD,BLD,DRND,W/SALT",3.75,2.97,0.26,23
SPINACH,"SPINACH,CND,NO SALT,SOL&LIQUIDS",2.92,2.11,0.37,19
SPINACH,"SPINACH,FRZ,CHOPD OR LEAF,CKD,BLD,DRND,W/SALT",4.8,4.01,0.87,34
SQUASH,"SQUASH,SMMR,ALL VAR,CKD,BLD,DRND,W/SALT",4.31,0.91,0.31,20
SQUASH,"SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,CKD,BLD,DRND,W/SALT",4.31,0.91,0.31,20
SQUASH,"SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,FRZ,CKD,BLD,DRND,W/SALT",5.54,1.28,0.2,25
SQUASH,"SQUASH,SMMR,SCALLOP,CKD,BLD,DRND,W/SALT",3.3,1.03,0.17,16
SQUASH,"SQUASH,SMMR,ZUCCHINI,INCL SKN,CKD,BLD,DRND,W/SALT",3.93,0.64,0.05,16
SQUASH,"SQUASH,SMMR,ZUCCHINI,INCL SKN,FRZ,CKD,BLD,DRND,W/SALT",2.97,1.15,0.13,14
SQUASH,"SQUASH,WNTR,ALL VAR,CKD,BKD,W/SALT",8.74,0.89,0.63,39
SQUASH,"SQUASH,WNTR,ACORN,CKD,BKD,W/SALT",14.58,1.12,0.14,56
SQUASH,"SQUASH,WNTR,ACORN,CKD,BLD,MSHD,W/SALT",8.79,0.67,0.08,34
SQUASH,"SQUASH,WNTR,BUTTERNUT,CKD,BKD,W/SALT",10.49,0.9,0.09,40
SQUASH,"SQUASH,WNTR,BUTTERNUT,FRZ,CKD,BLD,W/SALT",10.04,1.23,0.07,39
SQUASH,"SQUASH,WNTR,HUBBARD,CKD,BKD,W/SALT",10.81,2.48,0.62,50
SQUASH,"SQUASH,WNTR,HUBBARD,CKD,BLD,MSHD,W/SALT",6.46,1.48,0.37,30
SQUASH,"SQUASH,WNTR,SPAGHETTI,CKD,BLD,DRND,OR BKD,W/SALT",6.46,0.66,0.26,27
SUCCOTASH,"SUCCOTASH,(CORN&LIMAS),CKD,BLD,DRND,W/SALT",24.37,5.07,0.8,111
SUCCOTASH,"SUCCOTASH,(CORN&LIMAS),FRZ,CKD,BLD,DRND,W/SALT",19.95,4.31,0.89,93
SWAMP CABBAGE,"SWAMP CABBAGE,CKD,BLD,DRND,W/SALT",3.71,2.08,0.24,20
SWEET POTATO LEAVES,"SWEET POTATO LEAVES,CKD,STMD,W/ SALT",7.32,2.32,0.3,34
SWEET POTATO,"SWEET POTATO,CKD,BKD IN SKN,W/ SALT",20.71,2.01,0.15,92
SWEET POTATO,"SWEET POTATO,CKD,BLD,WO/ SKN,W/ SALT",17.72,1.37,0.14,76
SWEET POTATO,"SWEET POTATO,FRZ,CKD,BKD,W/ SALT",23.4,1.71,0.12,100
TARO,"TARO,COOKED,WITH SALT",34.6,0.52,0.11,142
TARO,"TARO,LEAVES,CKD,STMD,W/SALT",3.89,2.72,0.41,24
TARO,"TARO,SHOOTS,CKD,W/SALT",3.19,0.73,0.08,14
TARO,"TARO,TAHITIAN,CKD,W/SALT",6.85,4.16,0.68,44
TOMATOES,"TOMATOES,RED,RIPE,CKD,W/ SALT",4.01,0.95,0.11,18
TOMATOES,"TOMATOES,RED,RIPE,CND,PACKED IN TOMATO JUC,NO SALT ADDED",4.0,0.78,0.13,17
TOMATO JUC,"TOMATO JUC,CND,WO/SALT",4.24,0.76,0.05,17
TOMATO PRODUCTS,"TOMATO PRODUCTS,CND,PASTE,W/SALT",18.91,4.32,0.47,82
TOMATO PRODUCTS,"TOMATO PRODUCTS,CND,PUREE,W/SALT",8.98,1.65,0.21,38
TURNIPS,"TURNIPS,CKD,BLD,DRND,W/SALT",5.06,0.71,0.08,22
TURNIPS,"TURNIPS,FRZ,CKD,BLD,DRND,W/SALT",3.76,1.53,0.24,21
TURNIP GRNS,"TURNIP GRNS,CKD,BLD,DRND,W/SALT",4.36,1.14,0.23,20
TURNIP GRNS,"TURNIP GRNS,FRZ,CKD,BLD,DRND,W/SALT",4.98,3.35,0.42,29
TURNIP GRNS&TURNIPS,"TURNIP GRNS&TURNIPS,FRZ,CKD,BLD,DRND,W/SALT",4.74,2.99,0.38,34
VEGETABLES,"VEGETABLES,MXD,FRZ,CKD,BLD,DRND,W/SALT",13.09,2.86,0.15,60
WAXGOURD,"WAXGOURD,(CHINESE PRESERVING MELON),CKD,BLD,DRND,W/SALT",2.45,0.4,0.2,11
WINGED BEAN,"WINGED BEAN,IMMAT SEEDS,CKD,BLD,DRND,W/SALT",3.21,5.31,0.66,37
YAM,"YAM,CKD,BLD,DRND,OR BKD,W/SALT",26.99,1.49,0.14,114
YAMBEAN (JICAMA),"YAMBEAN (JICAMA),CKD,BLD,DRND,W/SALT",8.23,0.72,0.09,36
YARDLONG BEAN,"YARDLONG BEAN,CKD,BLD,DRND,W/SALT",9.17,2.53,0.1,47
CORN,"CORN,SWEET,WHITE,RAW",19.02,3.22,1.18,86
CORN,"CORN,SWT,WHITE,CKD,BLD,DRND,WO/SALT",25.11,3.32,1.28,108
CORN,"CORN,SWT,WHITE,CKD,BLD,DRND,W/SALT",25.11,3.32,1.28,108
CORN,"CORN,SWT,WHITE,CND,WHL KERNEL,REG PK,SOL&LIQUIDS",15.41,1.95,0.5,64
CORN,"CORN,SWT,WHITE,CND,WHL KERNEL,NO SALT,SOL&LIQUIDS",15.41,1.95,0.5,64
CORN,"CORN,SWT,WHITE,CND,WHL KERNEL,DRND SOL",18.59,2.62,1.0,81
CORN,"CORN,SWT,WHITE,CND,CRM STYLE,REG PK",18.13,1.74,0.42,72
CORN,"CORN,SWT,WHITE,CND,CRM STYLE,NO SALT",18.13,1.74,0.42,72
CORN,"CORN,SWT,WHITE,CND,VACUUM PK,REG PK",19.44,2.41,0.5,79
CORN,"CORN,SWT,WHITE,CND,VACUUM PK,NO SALT",19.44,2.41,0.5,79
CORN,"CORN,SWT,WHITE,FRZ,KRNLS CUT OFF COB,UNPREP",20.81,3.02,0.77,88
CORN,"CORN,SWT,WHITE,FRZ,KRNLS CUT OFF COB,BLD,DRND,WO/SALT",19.56,2.75,0.43,80
CORN,"CORN,SWT,WHITE,FRZ,KRNLS CUT OFF COB,BLD,DRND,W/SALT",19.56,2.75,0.43,80
CORN,"CORN,SWT,WHITE,FRZ,KRNLS ON COB,UNPREP",23.5,3.28,0.78,98
CORN,"CORN,SWT,WHITE,FRZ,KRNLS ON COB,CKD,BLD,DRND,WO/SALT",22.33,3.11,0.74,94
CORN,"CORN,SWT,WHITE,FRZ,KRNLS ON COB,CKD,BLD,DRND,W/SALT",22.33,3.11,0.74,94
PEPPERS,"PEPPERS,SWT,RED,CND,SOL&LIQUIDS",3.9,0.8,0.3,18
PEPPERS,"PEPPERS,SWT,RED,FRZ,CHOPD,UNPREP",4.45,1.08,0.21,20
PEPPERS,"PEPPERS,SWT,RED,FRZ,CHOPD,CKD,BLD,DRND,WO/SALT",3.31,0.95,0.18,16
PEPPERS,"PEPPERS,SWT,RED,FRZ,CHOPD,CKD,BLD,DRND,W/SALT",3.31,0.95,0.18,16
PEPPERS,"PEPPERS,SWT,RED,SAUTEED",6.57,1.04,12.75,133
SESBANIA FLOWER,"SESBANIA FLOWER,CKD,STMD,W/SALT",5.1,1.14,0.05,21
SOYBEANS,"SOYBEANS,MATURE SEEDS,SPROUTED,CKD,STMD,W/SALT",6.53,8.47,4.45,81
SOYBEANS,"SOYBEANS,MATURE SEEDS,SPROUTED,CKD,STIR-FRIED,W/SALT",9.4,13.1,7.1,125
DOCK,"DOCK,CKD,BLD,DRND,W/SALT",2.93,1.83,0.64,20
LENTILS,"LENTILS,SPROUTED,CKD,STIR-FRIED,W/SALT",21.25,8.8,0.45,101
MOUNTAIN YAM,"MOUNTAIN YAM,HAWAII,CKD,STMD,W/ SALT",19.99,1.73,0.08,82
TREE FERN,"TREE FERN,CKD,W/SALT",10.78,0.29,0.07,40
POTATOES,"POTATOES,MSHD,PREP FROM GRANULES,WO/MILK,WHL MILK&MARGARINE",14.4,2.05,4.93,108
POTATOES,"POTATOES,MSHD,PREP FROM FLAKES,WO/MILK,WHL MILK&MARGARINE",15.02,1.9,5.6,113
PEPPERS,"PEPPERS,SWT,RED,FREEZE-DRIED",68.7,17.9,3.0,314
